account_id,name,parent_id,parent_name,billing_street,billing_city,billing_state,billing_zip,care_type,status,phone,lifetime_revenue,outstanding_ar,chow_current_account,duplicate_of_account,note,created_by_candidate,updated_at
001PFE1QRNNGC5XS9U,Sterling Oaks Gardens,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),4948 Center Dr,Columbus,OH,43215,Memory Care,Inactive,(614) 694-4503,19000,0,,,,False,2026-08-24 15:51:44Z
00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),,,,,,,,Active,(260) 311-6533,0,0,,,,False,2026-08-24 15:51:44Z
001PH31GJV5JATTYR4,Stonebridge Senior Living,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),3536 Franklin Blvd,Flint,MI,48503,Memory Care,Active,(330) 414-3130,18000,0,,,,False,2026-08-24 15:51:44Z
0016UJWS19L5NT0FVX,Timber Ridge Health Campus,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),5348 Jefferson Rd,Elkhart,IN,46514,Memory Care,Active,(260) 571-9931,102000,0,,,,False,2026-08-24 15:51:44Z
001TNJACR5MSJBBCJ6,Timber Ridge Nursing & Rehabilitation,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),897 Union Dr,Fort Wayne,IN,46805,Independent Living,Active,(517) 401-1953,0,0,,,,False,2026-08-24 15:51:44Z
001UTL2M7C6E7SD74K,Timber Ridge Village,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),7349 Oak Ave,Muncie,IN,47303,Assisted Living,Active,(814) 766-4957,0,0,,,,False,2026-08-24 15:51:44Z
001GNU41AVXZRLLJ9P,Union Square Senior Living,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),240 Market St,New Albany,OH,43054,Assisted Living,Active,(260) 782-4620,0,0,,,,False,2026-08-24 15:51:44Z
001JL9B1K2SX8PLC0G,Willowbrook Assisted Living,,,4645 Adams Ave,Flint,MI,48503,Assisted Living,Active,(734) 878-3377,0,0,,,,False,2026-08-24 15:51:44Z
0019JN0ZZPVQDTQQP9,Willowbrook Commons,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),6277 Lake Ave,Harrisburg,PA,17104,Assisted Living,Inactive,(231) 717-9852,124000,0,,,,False,2026-08-24 15:51:44Z
001Q1NFCVW57WXGXZ1,Willowbrook Gardens,,,5074 Adams Ave,Cleveland,OH,44109,Independent Living,Active,(419) 250-7839,0,0,,,,False,2026-08-24 15:51:44Z
001S2E8GJCGHSWXU8F,Willowbrook Nursing & Rehabilitation,,,4092 Maple Ave,Fort Wayne,IN,46805,Independent Living,Inactive,(419) 204-5258,0,0,,,,False,2026-08-24 15:51:44Z
001DZYWL58F82VGFMR,Winding Creek Assisted Living,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),7670 Church Ave,Elkhart,IN,46514,Assisted Living,Active,(330) 779-4313,0,0,,,,False,2026-08-24 15:51:44Z
001MNE59UM9H78PVEG,Winding Creek Commons,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),5224 Maple Ave,Elkhart,IN,46514,Skilled Nursing,Active,(330) 620-2366,140000,0,,,,False,2026-08-24 15:51:44Z
0014RVA32X0EBHFHRN,Winding Creek Estates,,,1404 Cherry Ave,Scranton,PA,18503,Assisted Living,Active,(330) 316-8435,6000,0,,,,False,2026-08-24 15:51:44Z
001GZJ85RDBHCV1HG9,Winding Creek Gardens,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),4776 Hill Dr,Ann Arbor,MI,48104,Assisted Living,Active,(517) 643-2788,0,0,,,,False,2026-08-24 15:51:44Z
001EXHQSTKFJW1S18Z,Winding Creek Health Campus,,,1780 River St,Scranton,PA,18503,Independent Living,Active,(614) 523-5809,60000,0,,,,False,2026-08-24 15:51:44Z
